date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,day_of_week,month,year,quarter,is_weekend,usage_cpu_lag_1,usage_cpu_lag_3,usage_cpu_lag_7,usage_cpu_rolling_mean_7d,usage_cpu_rolling_max_7d,usage_cpu_rolling_min_7d,usage_cpu_rolling_mean_30d,usage_cpu_rolling_max_30d,usage_cpu_rolling_min_30d,usage_storage_rolling_mean_7d,usage_storage_rolling_max_7d,usage_storage_rolling_min_7d,usage_storage_rolling_mean_30d,usage_storage_rolling_max_30d,usage_storage_rolling_min_30d,cpu_allocation,storage_allocation,utilization_ratio,storage_efficiency,weather,outages,price_changes
17-01-2023,East US,Container,96,1087,208,99.87,0.89,0,1,1,2023,1,0,78,97,78,79.71428571428571,97,54,78.46666666666667,98,50,1040.2857142857142,1686,561,1057.2666666666669,1915,501,100,2000,0.96,0.5435,10.641878153606656,1,-2.074321043
18-01-2023,East US,VM,88,590,401,108.23,0.88,0,2,1,2023,1,0,96,54,83,80.42857142857143,97,54,78.13333333333334,97,50,1036.857142857143,1686,561,1060.2333333333331,1915,504,100,2000,0.88,0.295,16.289815232749483,0,0.0559618641898825
18-01-2023,East US,Storage,75,538,325,108.23,0.88,0,2,1,2023,1,0,88,78,84,79.14285714285714,97,54,78.6,97,50,917.7142857142856,1686,538,1046.4333333333334,1915,504,100,2000,0.75,0.269,29.187563340294776,1,-0.485409737
18-01-2023,East US,Container,52,672,340,108.23,0.88,0,2,1,2023,1,0,75,96,66,77.14285714285714,97,52,77.63333333333334,97,50,933.5714285714286,1686,538,1018.3666666666668,1915,504,100,2000,0.52,0.336,12.117853149120169,0,0.6137868575584963
19-01-2023,East US,VM,69,1964,246,102.09,0.8,0,3,1,2023,1,0,52,88,97,73.14285714285714,96,52,77.1,97,50,1038.7142857142858,1964,538,1061.8333333333333,1964,504,100,2000,0.69,0.982,15.21781414917333,0,-1.784551707
19-01-2023,East US,Storage,90,1828,213,102.09,0.8,0,3,1,2023,1,0,69,75,54,78.28571428571429,96,52,77.36666666666666,97,50,1059,1964,538,1092.8666666666666,1964,504,100,2000,0.9,0.914,25.19544796294302,1,0.7239466168105964
19-01-2023,East US,Container,64,1938,200,102.09,0.8,0,3,1,2023,1,0,90,52,78,76.28571428571429,96,52,76.26666666666667,97,50,1231,1964,538,1093.6333333333334,1964,504,100,2000,0.64,0.969,12.436146015107994,1,0.6030935203391595
20-01-2023,East US,VM,78,1408,245,86.72,1.02,0,4,1,2023,1,0,64,69,96,73.71428571428571,90,52,76.3,97,50,1276.857142857143,1964,538,1118.6666666666667,1964,504,100,2000,0.78,0.704,22.10729517078908,0,-0.329653715
20-01-2023,East US,Storage,84,1776,281,86.72,1.02,0,4,1,2023,1,0,78,90,88,73.14285714285714,90,52,77.26666666666667,97,50,1446.2857142857142,1964,538,1157.9333333333334,1964,504,100,2000,0.84,0.888,18.727495726131476,1,-0.853457603
20-01-2023,East US,Container,54,949,209,86.72,1.02,0,4,1,2023,1,0,84,64,75,70.14285714285714,90,52,76.2,97,50,1505,1964,672,1163.6,1964,504,100,2000,0.54,0.4745,25.838628804326067,0,0.3001225527354141
21-01-2023,East US,VM,87,1270,222,107.38,1.02,1,5,1,2023,1,1,54,78,52,75.14285714285714,90,54,75.86666666666666,97,50,1590.428571428571,1964,949,1153.8666666666666,1964,504,100,2000,0.87,0.635,11.953199866144448,0,-1.349798409
21-01-2023,East US,Storage,86,1176,401,107.38,1.02,1,5,1,2023,1,1,87,84,69,77.57142857142857,90,54,76.23333333333333,97,50,1477.857142857143,1938,949,1145.7333333333331,1964,504,100,2000,0.86,0.588,22.2997021305295,0,-0.490353197
21-01-2023,East US,Container,59,582,344,107.38,1.02,1,5,1,2023,1,1,86,54,90,73.14285714285714,87,54,76.33333333333333,97,50,1299.857142857143,1938,582,1147.3,1964,504,100,2000,0.59,0.291,26.181022765612692,1,1.1912272243273228
22-01-2023,East US,VM,66,1123,454,98.84,0.97,1,6,1,2023,1,1,59,87,64,73.42857142857143,87,54,75.46666666666667,97,50,1183.428571428571,1776,582,1153.3,1964,504,100,2000,0.66,0.5615,19.6608453168011,0,0.1995487554503614
22-01-2023,East US,Storage,96,1418,406,98.84,0.97,1,6,1,2023,1,1,66,86,78,76,96,54,75.93333333333334,97,50,1184.857142857143,1776,582,1175.1333333333334,1964,504,100,2000,0.96,0.709,23.578984141962955,1,1.0726455642098276
22-01-2023,East US,Container,86,1352,265,98.84,0.97,1,6,1,2023,1,1,96,59,84,76.28571428571429,96,54,75.7,97,50,1124.2857142857142,1418,582,1203.4,1964,538,100,2000,0.86,0.676,15.756927851196693,0,-1.431739248
23-01-2023,East US,VM,83,552,404,85.21,0.93,0,0,1,2023,1,0,86,66,54,80.42857142857143,96,59,76.8,97,52,1067.571428571429,1418,552,1161.9666666666667,1964,538,100,2000,0.83,0.276,14.240610325122594,0,0.1958760311653582
23-01-2023,East US,Storage,92,542,439,85.21,0.93,0,0,1,2023,1,0,83,96,87,81.14285714285714,96,59,76.93333333333334,97,52,963.5714285714286,1418,542,1139.9333333333334,1964,538,100,2000,0.92,0.271,14.17817066858589,0,-0.751979169
23-01-2023,East US,Container,60,610,448,85.21,0.93,0,0,1,2023,1,0,92,86,86,77.42857142857143,96,59,76.56666666666666,97,52,882.7142857142857,1418,542,1114.9333333333334,1964,538,100,2000,0.6,0.305,27.25852005939081,0,-0.781731299
24-01-2023,East US,VM,75,1569,233,95.39,1.11,0,1,1,2023,1,0,60,83,59,79.71428571428571,96,60,76.4,97,52,1023.7142857142856,1569,542,1125.2,1964,538,100,2000,0.75,0.7845,21.202136951528907,1,-1.757438982
24-01-2023,East US,Storage,98,1601,417,95.39,1.11,0,1,1,2023,1,0,75,92,66,84.28571428571429,98,60,76.96666666666667,98,52,1092,1601,542,1136.3,1964,538,100,2000,0.98,0.8005,26.312126465634805,0,0.8497791564002461
24-01-2023,East US,Container,94,1596,481,95.39,1.11,0,1,1,2023,1,0,98,60,96,84,98,60,77.93333333333334,98,52,1117.428571428571,1601,542,1146.4666666666667,1964,538,100,2000,0.94,0.798,21.64793184309058,0,0.0474200237636289
25-01-2023,East US,VM,63,1198,206,103.44,0.82,0,2,1,2023,1,0,94,75,86,80.71428571428571,98,60,77.83333333333333,98,52,1095.428571428571,1601,542,1166.7666666666669,1964,538,100,2000,0.63,0.599,12.52926984968022,0,-0.019502676
25-01-2023,East US,Storage,52,1418,437,103.44,0.82,0,2,1,2023,1,0,63,98,83,76.28571428571429,98,52,76.96666666666667,98,52,1219.142857142857,1601,542,1165.0666666666666,1964,538,100,2000,0.52,0.709,14.023202935056371,1,-0.851280917
25-01-2023,East US,Container,92,1797,493,103.44,0.82,0,2,1,2023,1,0,52,94,92,76.28571428571429,98,52,77.26666666666667,98,52,1398.428571428571,1797,610,1204.5,1964,538,100,2000,0.92,0.8985,20.001094898590857,1,0.2408275304892361
26-01-2023,East US,VM,71,533,310,103.24,0.96,0,3,1,2023,1,0,92,63,60,77.85714285714286,98,52,76.83333333333333,98,52,1387.428571428571,1797,533,1176.5333333333333,1964,533,100,2000,0.71,0.2665,10.69251394174027,1,-0.162649082
26-01-2023,East US,Storage,57,1892,435,103.24,0.96,0,3,1,2023,1,0,71,52,75,75.28571428571429,98,52,76.53333333333333,98,52,1433.571428571429,1892,533,1220.9,1964,533,100,2000,0.57,0.946,18.38179402288568,1,-0.156240353
26-01-2023,East US,Container,68,924,300,103.24,0.96,0,3,1,2023,1,0,57,92,98,71,94,52,75.56666666666666,98,52,1336.857142857143,1892,533,1210.7666666666669,1964,533,100,2000,0.68,0.462,24.013188433689717,1,0.4816461252626708
27-01-2023,East US,VM,51,967,419,93.23,1.06,0,4,1,2023,1,0,68,71,94,64.85714285714286,92,51,75.46666666666667,98,51,1247,1892,533,1186.8,1964,533,100,2000,0.51,0.4835,19.9778710551038,1,1.04237660373489
27-01-2023,East US,Storage,60,503,333,93.23,1.06,0,4,1,2023,1,0,51,57,63,64.42857142857143,92,51,74.86666666666666,98,51,1147.7142857142858,1892,503,1179.1,1964,503,100,2000,0.6,0.2515,28.044941061550183,1,0.1009481768849569
27-01-2023,East US,Container,98,1003,261,93.23,1.06,0,4,1,2023,1,0,60,68,52,71,98,51,74.93333333333334,98,51,1088.428571428571,1892,503,1176.3,1964,503,100,2000,0.98,0.5015,19.71376022247349,1,-0.604475324
28-01-2023,East US,VM,59,760,337,110.31,1.09,1,5,1,2023,1,1,98,51,92,66.28571428571429,98,51,73.96666666666667,98,51,940.2857142857144,1892,503,1181.9666666666667,1964,503,100,2000,0.59,0.38,20.30752077473922,1,0.4061053280573674
28-01-2023,East US,Storage,93,1397,212,110.31,1.09,1,5,1,2023,1,1,59,60,71,69.42857142857143,98,51,74.56666666666666,98,51,1063.7142857142858,1892,503,1210.6,1964,503,100,2000,0.93,0.6985,28.65076045740917,0,-0.675472781
28-01-2023,East US,Container,89,820,300,110.31,1.09,1,5,1,2023,1,1,93,98,57,74,98,51,75.8,98,51,910.5714285714286,1397,503,1215.5333333333333,1964,503,100,2000,0.89,0.41,16.727951885016825,1,-0.62880633
29-01-2023,East US,VM,68,1902,277,91.61,0.97,1,6,1,2023,1,1,89,59,68,74,98,51,75.76666666666667,98,51,1050.2857142857142,1902,503,1213.4666666666667,1938,503,100,2000,0.68,0.951,23.60049088708531,0,-0.546263289
29-01-2023,East US,Storage,75,1073,331,91.61,0.97,1,6,1,2023,1,1,68,93,51,77.42857142857143,98,59,75.26666666666667,98,51,1065.428571428571,1902,503,1188.3,1938,503,100,2000,0.75,0.5365,16.135733163644634,1,0.7616937878247496
29-01-2023,East US,Container,74,1565,288,91.61,0.97,1,6,1,2023,1,1,75,89,60,79.42857142857143,98,59,75.6,98,51,1217.142857142857,1902,760,1175.8666666666666,1902,503,100,2000,0.74,0.7825,15.195270330980597,1,0.1105842127701753
30-01-2023,East US,VM,76,919,356,103.31,1.1,0,0,1,2023,1,0,74,68,98,76.28571428571429,93,59,75.53333333333333,98,51,1205.142857142857,1902,760,1159.5666666666666,1902,503,100,2000,0.76,0.4595,19.337041853383404,1,-0.779408806
30-01-2023,East US,Storage,87,1964,296,103.31,1.1,0,0,1,2023,1,0,76,75,59,80.28571428571429,93,68,75.63333333333334,98,51,1377.142857142857,1964,820,1165.8333333333333,1964,503,100,2000,0.87,0.982,15.153728174133896,0,0.1732052773226755
30-01-2023,East US,Container,86,1934,488,103.31,1.1,0,0,1,2023,1,0,87,74,93,79.28571428571429,89,68,76.7,98,51,1453.857142857143,1964,820,1198.6666666666667,1964,503,100,2000,0.86,0.967,28.158285460448116,1,0.8042430945305338
31-01-2023,East US,VM,92,1806,268,95.21,0.98,0,1,1,2023,1,0,86,76,89,79.71428571428571,92,68,76.86666666666666,98,51,1594.7142857142858,1964,919,1216.5333333333333,1964,503,100,2000,0.92,0.903,16.649918612148923,1,0.7416128063269609
31-01-2023,East US,Storage,69,510,453,95.21,0.98,0,1,1,2023,1,0,92,87,68,79.85714285714286,92,69,76.3,98,51,1395.857142857143,1964,510,1194.3333333333333,1964,503,100,2000,0.69,0.255,23.94898620075473,0,-1.544885333
31-01-2023,East US,Container,59,1371,237,95.21,0.98,0,1,1,2023,1,0,69,86,75,77.57142857142857,92,59,76.3,98,51,1438.428571428571,1964,510,1220.6333333333334,1964,503,100,2000,0.59,0.6855,15.228574095781422,1,-0.140123064
01-02-2023,East US,VM,78,1985,495,88.94,0.88,0,2,2,2023,1,0,59,92,74,78.14285714285714,92,59,76.7,98,51,1498.428571428571,1985,510,1249.3666666666666,1985,503,100,2000,0.78,0.9925,20.56043072035773,1,0.3962401167949512
01-02-2023,East US,Storage,90,1278,456,88.94,0.88,0,2,2,2023,1,0,78,69,76,80.14285714285714,92,59,76.5,98,51,1549.7142857142858,1985,510,1244.7,1985,503,100,2000,0.9,0.639,26.42005265075614,1,1.3533295797477902
01-02-2023,East US,Container,95,1928,309,88.94,0.88,0,2,2,2023,1,0,90,59,87,81.28571428571429,95,59,76.8,98,51,1544.571428571429,1985,510,1263.9,1985,503,100,2000,0.95,0.964,19.31986135602528,0,1.577792922811151
02-02-2023,East US,VM,78,562,349,108.13,1.14,0,3,2,2023,1,0,95,78,86,80.14285714285714,95,59,76.63333333333334,98,51,1348.571428571429,1985,510,1264.2333333333331,1985,503,100,2000,0.78,0.281,19.351980467121493,0,0.6972820940327962
02-02-2023,East US,Storage,75,655,248,108.13,1.14,0,3,2,2023,1,0,78,90,92,77.71428571428571,95,59,76.06666666666666,98,51,1184.142857142857,1985,510,1268,1985,503,100,2000,0.75,0.3275,14.17461428564014,1,0.6634175784185824
02-02-2023,East US,Container,56,1348,283,108.13,1.14,0,3,2,2023,1,0,75,95,69,75.85714285714286,95,56,75.93333333333334,98,51,1303.857142857143,1985,562,1292.6,1985,503,100,2000,0.56,0.674,15.8782284552857,0,-1.480432005
03-02-2023,East US,VM,77,1636,313,99.28,1.1,0,4,2,2023,1,0,56,78,59,78.42857142857143,95,56,76,98,51,1341.7142857142858,1985,562,1294.8333333333333,1985,503,100,2000,0.77,0.818,16.88413841938422,1,-1.034828935
03-02-2023,East US,Storage,79,1446,331,99.28,1.1,0,4,2,2023,1,0,77,75,78,78.57142857142857,95,56,75.36666666666666,98,51,1264.7142857142858,1928,562,1289.6666666666667,1985,503,100,2000,0.79,0.723,24.618920892771563,1,0.2873645521421596
03-02-2023,East US,Container,50,1787,254,99.28,1.1,0,4,2,2023,1,0,79,56,90,72.85714285714286,95,50,73.9,98,50,1337.428571428571,1928,562,1296.0333333333333,1985,503,100,2000,0.5,0.8935,17.780786653287038,1,0.8574768214041997
04-02-2023,East US,VM,63,1811,319,103.62,0.94,1,5,2,2023,1,1,50,77,95,68.28571428571429,79,50,73.9,98,50,1320.7142857142858,1811,562,1316.4666666666667,1985,503,100,2000,0.63,0.9055,10.898452890971182,0,0.4806841967021186
04-02-2023,East US,Storage,95,990,364,103.62,0.94,1,5,2,2023,1,1,63,79,78,70.71428571428571,95,50,75.33333333333333,98,50,1381.857142857143,1811,655,1302.2,1985,503,100,2000,0.95,0.495,18.636119103334977,0,-0.513347967
04-02-2023,East US,Container,70,1409,422,103.62,0.94,1,5,2,2023,1,1,95,50,75,70,95,50,74.6,98,50,1489.571428571429,1811,990,1289.2666666666669,1985,503,100,2000,0.7,0.7045,19.301583609348302,1,-0.58086521
05-02-2023,East US,VM,93,1353,479,103.61,1.15,1,6,2,2023,1,1,70,63,56,75.28571428571429,95,50,75.33333333333333,98,50,1490.2857142857142,1811,990,1316.6,1985,503,100,2000,0.93,0.6765,22.481008573277578,0,1.3564861626658224
05-02-2023,East US,Storage,66,1213,357,103.61,1.15,1,6,2,2023,1,1,93,95,77,73.71428571428571,95,50,75.63333333333334,98,50,1429.857142857143,1811,990,1293.9666666666667,1985,503,100,2000,0.66,0.6065,21.303094640856603,0,-0.391264845
05-02-2023,East US,Container,95,627,423,103.61,1.15,1,6,2,2023,1,1,66,70,79,76,95,50,76.53333333333333,98,50,1312.857142857143,1811,627,1284.0666666666666,1985,503,100,2000,0.95,0.3135,26.31273748030039,0,-0.302677122
06-02-2023,East US,VM,87,533,216,99.64,1.16,0,0,2,2023,1,0,95,93,50,81.28571428571429,95,63,77.73333333333333,98,50,1133.7142857142858,1811,533,1269.6,1985,503,100,2000,0.87,0.2665,16.220282740050006,1,-2.448486811
06-02-2023,East US,Storage,86,1676,275,99.64,1.16,0,0,2,2023,1,0,87,66,63,84.57142857142857,95,66,78.6,98,50,1114.428571428571,1676,533,1308.7,1985,510,100,2000,0.86,0.838,27.44477482182016,0,-0.674626541
06-02-2023,East US,Container,72,841,226,99.64,1.16,0,0,2,2023,1,0,86,95,95,81.28571428571429,95,66,77.73333333333333,95,50,1093.142857142857,1676,533,1303.3,1985,510,100,2000,0.72,0.4205,29.403708246128968,1,-0.40183695
07-02-2023,East US,VM,89,1750,297,73.8,1.08,0,1,2,2023,1,0,72,87,70,84,95,66,78.73333333333333,95,50,1141.857142857143,1750,533,1336.3,1985,510,100,2000,0.89,0.875,10.078827123122988,1,0.1441585551070879
07-02-2023,East US,Storage,96,1163,445,73.8,1.08,0,1,2,2023,1,0,89,86,93,84.42857142857143,96,66,78.83333333333333,96,50,1114.7142857142858,1750,533,1328.5,1985,510,100,2000,0.96,0.5815,19.12132403801937,0,1.5905340254127305
07-02-2023,East US,Container,71,568,488,73.8,1.08,0,1,2,2023,1,0,96,72,66,85.14285714285714,96,71,78.23333333333333,96,50,1022.5714285714286,1750,533,1320.1,1985,510,100,2000,0.71,0.284,17.348763227553192,1,-0.180331963
08-02-2023,East US,VM,86,1567,216,100.87,0.97,0,2,2,2023,1,0,71,89,95,83.85714285714286,96,71,78.83333333333333,96,50,1156.857142857143,1750,533,1308.9333333333334,1985,510,100,2000,0.86,0.7835,16.821900212694864,1,-1.035148847
08-02-2023,East US,Storage,59,511,279,100.87,0.97,0,2,2,2023,1,0,86,96,87,79.85714285714286,96,59,78.3,96,50,1153.7142857142858,1750,511,1290.2,1985,510,100,2000,0.59,0.2555,25.925068438690488,1,-0.904204123
08-02-2023,East US,Container,73,838,463,100.87,0.97,0,2,2,2023,1,0,59,71,86,78,96,59,78.26666666666667,96,50,1034,1750,511,1265.9666666666667,1985,510,100,2000,0.73,0.419,21.70731210702555,1,0.1152878920540835
09-02-2023,East US,VM,57,1326,414,100.92,0.8,0,3,2,2023,1,0,73,86,72,75.85714285714286,96,57,77.63333333333334,96,50,1103.2857142857142,1750,511,1279.5333333333333,1985,510,100,2000,0.57,0.663,28.02870267830633,0,-0.06595716
09-02-2023,East US,Storage,78,1093,422,100.92,0.8,0,3,2,2023,1,0,57,59,89,74.28571428571429,96,57,77.33333333333333,96,50,1009.4285714285714,1567,511,1250.5,1985,510,100,2000,0.78,0.5465,29.523108436005185,0,-1.048362448
09-02-2023,East US,Container,79,871,302,100.92,0.8,0,3,2,2023,1,0,78,73,96,71.85714285714286,86,57,77.1,96,50,967.7142857142856,1567,511,1215.0666666666666,1985,510,100,2000,0.79,0.4355,26.278070439129603,1,-1.038931854
10-02-2023,East US,VM,91,1045,450,97.8,1.04,0,4,2,2023,1,0,79,57,71,74.71428571428571,91,57,77.06666666666666,96,50,1035.857142857143,1567,511,1189.7,1985,510,100,2000,0.91,0.5225,16.828450030656665,1,-1.060713547
10-02-2023,East US,Storage,62,1664,473,97.8,1.04,0,4,2,2023,1,0,91,78,86,71.28571428571429,91,57,76.83333333333333,96,50,1049.7142857142858,1664,511,1228.1666666666667,1985,511,100,2000,0.62,0.832,20.074201244649267,0,0.5650135410900002
10-02-2023,East US,Container,81,1562,228,97.8,1.04,0,4,2,2023,1,0,62,79,59,74.42857142857143,91,57,77.56666666666666,96,50,1199.857142857143,1664,838,1234.5333333333333,1985,511,100,2000,0.81,0.781,11.321061588436168,1,-0.558864164
11-02-2023,East US,VM,88,1963,210,114.78,0.95,1,5,2,2023,1,1,81,91,73,76.57142857142857,91,57,77.9,96,50,1360.571428571429,1963,871,1233.8,1963,511,100,2000,0.88,0.9815,18.53334408599625,1,0.6974585750509656
11-02-2023,East US,Storage,62,725,352,114.78,0.95,1,5,2,2023,1,1,88,62,57,77.28571428571429,91,62,76.96666666666667,96,50,1274.7142857142858,1963,725,1215.3666666666666,1963,511,100,2000,0.62,0.3625,20.009414226253977,1,-1.595802979
11-02-2023,East US,Container,56,1063,459,114.78,0.95,1,5,2,2023,1,1,62,81,78,74.14285714285714,91,56,75.66666666666667,96,50,1270.428571428571,1963,725,1186.5333333333333,1963,511,100,2000,0.56,0.5315,16.87712392814513,0,0.0777797677970937
12-02-2023,East US,VM,73,502,359,91.92,0.95,1,6,2,2023,1,1,56,88,79,73.28571428571429,91,56,75.5,96,50,1217.7142857142858,1963,502,1184.5333333333333,1963,502,100,2000,0.73,0.251,17.62588159787356,1,-0.034233271
12-02-2023,East US,Storage,84,1280,319,91.92,0.95,1,6,2,2023,1,1,73,62,91,72.28571428571429,88,56,75.8,96,50,1251.2857142857142,1963,502,1205.3666666666666,1963,502,100,2000,0.84,0.64,11.985553548768696,1,-1.594028911
12-02-2023,East US,Container,96,1612,267,91.92,0.95,1,6,2,2023,1,1,84,56,62,77.14285714285714,96,56,77.13333333333334,96,50,1243.857142857143,1963,502,1214.1666666666667,1963,502,100,2000,0.96,0.806,14.290886677871196,1,-0.345036545
13-02-2023,East US,VM,97,1472,483,109.15,1.03,0,0,2,2023,1,0,96,73,81,79.42857142857143,97,56,77.8,97,50,1231,1963,502,1208.7,1963,502,100,2000,0.97,0.736,20.102222346021836,0,2.1931958183333773
13-02-2023,East US,Storage,54,1472,280,109.15,1.03,0,0,2,2023,1,0,97,84,88,74.57142857142857,97,54,76.96666666666667,97,50,1160.857142857143,1612,502,1209.5666666666666,1963,502,100,2000,0.54,0.736,13.830386573429347,0,-2.12920892
13-02-2023,East US,Container,99,1563,423,109.15,1.03,0,0,2,2023,1,0,54,96,62,79.85714285714286,99,54,78.6,99,54,1280.571428571429,1612,502,1202.1,1963,502,100,2000,0.99,0.7815,29.79770516455952,0,-0.086205282
14-02-2023,East US,VM,94,1325,448,94.7,1.05,0,1,2,2023,1,0,99,97,56,85.28571428571429,99,54,79.63333333333334,99,54,1318,1612,502,1185.9,1963,502,100,2000,0.94,0.6625,20.678009272394128,1,-0.405128871
14-02-2023,East US,Storage,80,1034,359,94.7,1.05,0,1,2,2023,1,0,94,54,73,86.28571428571429,99,54,79.13333333333334,99,54,1394,1612,1034,1187.3666666666666,1963,502,100,2000,0.8,0.517,24.94649632004945,0,-0.114102098
14-02-2023,East US,Container,92,1960,357,94.7,1.05,0,1,2,2023,1,0,80,99,84,87.42857142857143,99,54,79.86666666666666,99,54,1491.142857142857,1960,1034,1205.7333333333331,1963,502,100,2000,0.92,0.98,11.642434282026128,0,0.2816326886797363
