date,region,cpu_used,cpu_total,storage_used,storage_allocated,weather_temp,power_outage,price_factor,day_of_week,month,quarter,is_weekend,utilization_ratio,storage_efficiency,cpu_usage,cpu_lag_1,cpu_lag_3,cpu_lag_7,cpu_roll_mean_7,cpu_roll_max_7,cpu_roll_min_7,cpu_roll_mean_30,cpu_roll_max_30,cpu_roll_min_30
2024-03-02,East,81.49,100,609.43,842.55,33.78,0,1.02,5,3,1,1,0.8149,0.7233161236721856,81.49,43.31,72.79,35.3,55.41571428571429,81.49,38.6,57.678999999999995,97.38,30.84
2024-03-03,East,57.19,100,164.93,828.11,38.47,1,0.88,6,3,1,1,0.5719,0.19916436222241007,57.19,81.49,59.34,38.6,58.07142857142857,81.49,41.33,57.72233333333334,97.38,30.84
2024-03-04,East,65.37,100,423.28,862.16,14.71,0,1.14,0,3,1,0,0.6537000000000001,0.4909529553679131,65.37,57.19,43.31,51.05,60.117142857142866,81.49,41.33,57.223333333333336,97.38,30.84
2024-03-05,East,90.15,100,638.02,794.93,10.49,1,0.83,1,3,1,0,0.9015000000000001,0.8026115507025776,90.15,65.37,81.49,41.33,67.09142857142857,90.15,43.31,58.084666666666664,97.38,30.84
2024-03-06,East,87.97,100,150.55,767.55,13.86,0,0.95,2,3,1,0,0.8797,0.1961435737085532,87.97,90.15,57.19,72.79,69.26,90.15,43.31,59.989000000000004,97.38,32.63
2024-03-07,East,72.49,100,202.84,646.17,12.9,0,0.84,3,3,1,0,0.7249,0.3139111998390517,72.49,87.97,65.37,59.34,71.13857142857144,90.15,43.31,60.69566666666667,97.38,32.63
2024-03-08,East,94.15,100,356.48,827.45,15.41,0,1.14,4,3,1,0,0.9415,0.43081757205873467,94.15,72.49,90.15,43.31,78.40142857142857,94.15,57.19,62.00366666666667,97.38,32.63
2024-03-09,East,41.57,100,499.0,846.02,21.54,0,1.01,5,3,1,1,0.4157,0.5898205716176923,41.57,94.15,87.97,81.49,72.69857142857143,94.15,41.57,60.14333333333333,94.15,32.63
2024-03-10,East,95.53,100,326.77,501.94,11.13,0,1.05,6,3,1,1,0.9553,0.6510140654261465,95.53,41.57,72.49,57.19,78.17571428571429,95.53,41.57,60.94866666666667,95.53,32.63
2024-03-11,East,73.43,100,301.18,798.56,39.04,0,0.84,0,3,1,0,0.7343000000000001,0.37715387697856145,73.43,95.53,94.15,65.37,79.32714285714285,95.53,41.57,61.61233333333334,95.53,32.63
2024-03-12,East,41.26,100,466.19,545.93,36.48,0,1.11,1,3,1,0,0.41259999999999997,0.8539373179711686,41.26,73.43,41.57,90.15,72.34285714285714,95.53,41.26,61.467999999999996,95.53,32.63
2024-03-13,East,63.27,100,131.94,688.98,14.79,1,1.12,2,3,1,0,0.6327,0.19150047896891056,63.27,41.26,95.53,87.97,68.81428571428572,95.53,41.26,62.190000000000005,95.53,32.63
2024-03-14,East,70.56,100,226.76,587.08,15.61,0,1.1,3,3,1,0,0.7056,0.3862505961708796,70.56,63.27,73.43,72.49,68.53857142857143,95.53,41.26,61.76433333333333,95.53,32.63
2024-03-15,East,36.76,100,549.65,667.72,10.01,1,1.01,4,3,1,0,0.3676,0.8231743844725333,36.76,70.56,41.26,94.15,60.339999999999996,95.53,36.76,61.574666666666666,95.53,32.63
2024-03-16,East,90.55,100,279.13,618.27,13.53,0,0.92,5,3,1,1,0.9055,0.45146942274410856,90.55,36.76,63.27,41.57,67.33714285714287,95.53,36.76,62.519999999999996,95.53,32.63
2024-03-17,East,80.02,100,258.26,501.64,32.44,0,1.13,6,3,1,1,0.8001999999999999,0.5148313531616299,80.02,90.55,70.56,95.53,65.12142857142858,90.55,36.76,62.884666666666675,95.53,32.63
2024-03-18,East,62.37,100,426.76,894.99,35.03,0,0.89,0,3,1,0,0.6236999999999999,0.4768321433759036,62.37,80.02,36.76,73.43,63.54142857142857,90.55,36.76,63.876,95.53,35.3
2024-03-19,East,49.37,100,609.75,682.41,19.34,0,0.96,1,3,1,0,0.49369999999999997,0.8935244208027433,49.37,62.37,90.55,41.26,64.7,90.55,36.76,63.72,95.53,35.3
2024-03-20,East,61.86,100,256.92,877.66,28.51,0,0.94,2,3,1,0,0.6186,0.29273294897796415,61.86,49.37,80.02,63.27,64.49857142857142,90.55,36.76,62.88,95.53,35.3
2024-03-21,East,56.17,100,244.54,738.04,13.55,0,1.17,3,3,1,0,0.5617,0.33133705490217336,56.17,61.86,62.37,70.56,62.44285714285714,90.55,36.76,62.001000000000005,95.53,35.3
2024-03-22,East,72.01,100,668.87,919.85,31.77,0,1.02,4,3,1,0,0.7201000000000001,0.7271511659509703,72.01,56.17,49.37,36.76,67.47857142857143,90.55,49.37,63.19433333333334,95.53,35.3
2024-03-23,East,99.19,100,254.62,820.03,11.98,0,1.06,5,3,1,1,0.9919,0.3105008353352926,99.19,72.01,61.86,90.55,68.71285714285715,99.19,49.37,64.91633333333333,99.19,35.3
2024-03-24,East,66.17,100,156.7,824.31,10.36,0,1.18,6,3,1,1,0.6617000000000001,0.19009838531620385,66.17,99.19,56.17,80.02,66.73428571428572,99.19,49.37,65.02066666666666,99.19,35.3
2024-03-25,East,64.85,100,755.14,792.63,36.15,1,1.1,0,3,1,0,0.6485,0.952701765010156,64.85,66.17,72.01,62.37,67.08857142857143,99.19,49.37,66.00566666666667,99.19,36.76
2024-03-26,East,56.84,100,390.64,651.02,31.77,0,1.12,1,3,1,0,0.5684,0.6000430094313539,56.84,64.85,99.19,49.37,68.1557142857143,99.19,56.17,66.61366666666667,99.19,36.76
2024-03-27,East,31.05,100,595.43,779.99,18.85,0,1.19,2,3,1,0,0.3105,0.7633815818151514,31.05,56.84,66.17,61.86,63.75428571428571,99.19,31.05,65.947,99.19,31.05
2024-03-28,East,66.94,100,543.52,594.87,35.23,0,0.89,3,3,1,0,0.6694,0.9136786188579017,66.94,31.05,64.85,56.17,65.29285714285714,99.19,31.05,66.80066666666667,99.19,31.05
2024-03-29,East,47.67,100,383.74,568.73,33.49,0,0.94,4,3,1,0,0.4767,0.6747314191268264,47.67,66.94,56.84,72.01,61.815714285714286,99.19,31.05,65.96333333333334,99.19,31.05
2024-03-30,East,96.05,100,305.88,615.93,31.14,0,0.97,5,3,1,1,0.9605,0.49661487506697194,96.05,47.67,31.05,99.19,61.36714285714286,96.05,31.05,67.187,99.19,31.05
2024-03-31,East,43.87,100,857.54,896.12,37.14,0,0.99,6,3,1,1,0.4387,0.9569477302147034,43.87,96.05,66.94,66.17,58.18142857142857,96.05,31.05,67.20566666666667,99.19,31.05
2024-04-01,East,41.16,100,291.23,572.47,30.63,0,0.89,0,4,2,0,0.41159999999999997,0.5087253480531732,41.16,43.87,47.67,64.85,54.79714285714285,96.05,31.05,65.86133333333333,99.19,31.05
2024-04-02,East,71.9,100,106.62,984.13,23.78,0,0.87,1,4,2,0,0.7190000000000001,0.10833934541168343,71.9,41.16,96.05,56.84,56.94857142857143,96.05,31.05,66.35166666666666,99.19,31.05
2024-04-03,East,32.59,100,351.23,614.33,33.06,1,1.04,2,4,2,0,0.3259,0.5717285498022235,32.59,71.9,43.87,31.05,57.16857142857143,96.05,32.59,65.259,99.19,31.05
2024-04-04,East,98.42,100,454.21,679.62,10.18,0,0.97,3,4,2,0,0.9842,0.6683293605249992,98.42,32.59,41.16,66.94,61.66571428571429,98.42,32.59,65.53466666666667,99.19,31.05
2024-04-05,East,54.23,100,533.52,992.7,29.83,0,0.97,4,4,2,0,0.5423,0.5374433363553943,54.23,98.42,71.9,47.67,62.60285714285714,98.42,32.59,64.41,99.19,31.05
2024-04-06,East,30.34,100,341.58,897.45,14.4,1,1.19,5,4,2,1,0.3034,0.38061173324419184,30.34,54.23,32.59,96.05,53.215714285714284,98.42,30.34,63.005,99.19,30.34
2024-04-07,East,43.1,100,183.48,622.26,29.78,0,0.87,6,4,2,1,0.431,0.2948606691736573,43.1,30.34,98.42,43.87,53.105714285714285,98.42,30.34,61.30333333333333,99.19,30.34
2024-04-08,East,43.42,100,300.39,586.9,18.43,0,0.83,0,4,2,0,0.43420000000000003,0.5118248423922304,43.42,43.1,54.23,41.16,53.42857142857143,98.42,30.34,61.365,99.19,30.34
2024-04-09,East,75.29,100,251.41,652.87,25.06,0,0.83,1,4,2,0,0.7529,0.3850843200024507,75.29,43.42,30.34,71.9,53.91285714285715,98.42,30.34,60.690333333333335,99.19,30.34
2024-04-10,East,93.98,100,320.45,618.83,31.19,0,0.83,2,4,2,0,0.9398000000000001,0.5178320378779309,93.98,75.29,43.1,32.59,62.682857142857145,98.42,30.34,61.37533333333333,99.19,30.34
2024-04-11,East,52.55,100,453.44,579.21,27.13,0,0.91,3,4,2,0,0.5255,0.7828594119576664,52.55,93.98,43.42,98.42,56.129999999999995,93.98,30.34,61.751666666666665,99.19,30.34
2024-04-12,East,49.83,100,611.65,626.48,12.91,0,1.03,4,4,2,0,0.49829999999999997,0.9763280551653684,49.83,52.55,75.29,54.23,55.501428571428576,93.98,30.34,61.303666666666665,99.19,30.34
2024-04-13,East,67.4,100,268.65,991.14,14.0,1,1.17,5,4,2,1,0.674,0.2710515164356196,67.4,49.83,93.98,30.34,60.79571428571428,93.98,43.1,61.19833333333334,99.19,30.34
2024-04-14,East,94.08,100,160.83,639.56,18.34,0,1.08,6,4,2,1,0.9408,0.2514697604603165,94.08,67.4,52.55,43.1,68.07857142857144,94.08,43.42,63.109,99.19,30.34
2024-04-15,East,72.48,100,982.98,998.64,19.16,0,0.84,0,4,2,0,0.7248,0.9843186733958184,72.48,94.08,49.83,43.42,72.23,94.08,49.83,62.50666666666666,99.19,30.34
2024-04-16,East,64.56,100,215.62,525.39,22.4,0,0.82,1,4,2,0,0.6456000000000001,0.41039989341251265,64.56,72.48,67.4,75.29,70.69714285714285,94.08,49.83,61.99133333333334,99.19,30.34
2024-04-17,East,72.78,100,529.06,896.62,27.34,0,0.95,2,4,2,0,0.7278,0.5900604492427115,72.78,64.56,94.08,93.98,67.66857142857143,94.08,49.83,62.33833333333334,99.19,30.34
2024-04-18,East,76.63,100,584.15,642.51,31.87,0,0.97,3,4,2,0,0.7663,0.9091687288913791,76.63,72.78,72.48,52.55,71.10857142857142,94.08,49.83,63.247,99.19,30.34
2024-04-19,East,92.16,100,163.96,745.1,39.57,0,0.8,4,4,2,0,0.9216,0.22005099986578983,92.16,76.63,64.56,49.83,77.1557142857143,94.08,64.56,64.257,99.19,30.34
2024-04-20,East,84.2,100,209.6,816.72,33.35,0,1.12,5,4,2,1,0.8420000000000001,0.25663630130277204,84.2,92.16,72.78,67.4,79.55571428571429,94.08,64.56,65.19133333333333,99.19,30.34
2024-04-21,East,91.55,100,650.39,838.14,37.53,0,0.8,6,4,2,1,0.9155,0.7759920776958503,91.55,84.2,76.63,94.08,79.19428571428571,92.16,64.56,65.84266666666666,99.19,30.34
2024-04-22,East,97.77,100,164.25,793.48,11.04,0,0.9,0,4,2,0,0.9777,0.20699954630236425,97.77,91.55,92.16,72.48,82.80714285714285,97.77,64.56,65.79533333333333,98.42,30.34
2024-04-23,East,87.49,100,378.53,800.9,21.33,1,1.0,1,4,2,0,0.8748999999999999,0.47263079036084404,87.49,97.77,84.2,64.56,86.08285714285714,97.77,72.78,66.506,98.42,30.34
2024-04-24,East,40.52,100,255.24,677.05,10.81,1,0.89,2,4,2,0,0.4052,0.37698840558304414,40.52,87.49,91.55,72.78,81.4742857142857,97.77,40.52,65.695,98.42,30.34
2024-04-25,East,96.61,100,420.08,526.12,17.97,1,0.88,3,4,2,0,0.9661,0.7984490230365696,96.61,40.52,97.77,76.63,84.32857142857142,97.77,40.52,67.02066666666666,98.42,30.34
2024-04-26,East,38.44,100,476.99,671.6,34.14,0,1.07,4,4,2,0,0.38439999999999996,0.7102293031566409,38.44,96.61,87.49,92.16,76.65428571428572,97.77,38.44,67.267,98.42,30.34
2024-04-27,East,90.21,100,605.38,958.11,27.55,1,1.15,5,4,2,1,0.9020999999999999,0.6318481176482867,90.21,38.44,40.52,84.2,77.51285714285713,97.77,38.44,68.04266666666666,98.42,30.34
2024-04-28,East,69.39,100,379.51,789.95,38.27,0,1.08,6,4,2,1,0.6939,0.4804228115703525,69.39,90.21,96.61,91.55,74.34714285714287,97.77,38.44,68.76666666666667,98.42,30.34
2024-04-29,East,57.87,100,657.86,690.93,17.55,0,1.07,0,4,2,0,0.5787,0.9521369748020785,57.87,69.39,38.44,97.77,68.64714285714287,96.61,38.44,67.494,98.42,30.34
2024-04-30,East,68.54,100,319.93,947.43,32.23,0,0.84,1,4,2,0,0.6854,0.33768193956281733,68.54,57.87,90.21,87.49,65.94000000000001,96.61,38.44,68.31633333333335,98.42,30.34
2024-05-01,East,80.49,100,119.66,656.27,23.2,1,0.82,2,5,2,0,0.8049,0.18233349078885214,80.49,68.54,69.39,40.52,71.64999999999999,96.61,38.44,69.62733333333334,98.42,30.34
2024-05-02,East,48.96,100,483.3,887.69,26.81,0,0.96,3,5,2,0,0.48960000000000004,0.5444468226520519,48.96,80.49,57.87,96.61,64.84285714285714,90.21,38.44,68.86266666666667,98.42,30.34
2024-05-03,East,94.99,100,474.77,720.32,20.76,1,1.06,4,5,2,0,0.9499,0.6591098400710794,94.99,48.96,68.54,38.44,72.92142857142858,94.99,48.96,70.94266666666665,98.42,30.34
2024-05-04,East,43.88,100,186.28,723.27,23.82,0,0.88,5,5,2,1,0.4388,0.2575525045971767,43.88,94.99,80.49,90.21,66.30285714285715,94.99,43.88,69.12466666666667,97.77,30.34
2024-05-05,East,51.75,100,157.53,664.08,26.94,0,0.83,6,5,2,1,0.5175,0.23721539573545355,51.75,43.88,48.96,69.39,63.78285714285715,94.99,43.88,69.042,97.77,30.34
2024-05-06,East,89.48,100,308.57,737.34,35.35,1,1.17,0,5,2,0,0.8948,0.4184907912225025,89.48,51.75,94.99,57.87,68.29857142857144,94.99,43.88,71.01333333333334,97.77,38.44
2024-05-07,East,78.37,100,200.07,831.26,35.94,0,0.92,1,5,2,0,0.7837000000000001,0.24068281885330703,78.37,89.48,43.88,68.54,69.70285714285716,94.99,43.88,72.18900000000001,97.77,38.44
2024-05-08,East,67.08,100,364.43,669.45,24.54,0,0.93,2,5,2,0,0.6708,0.5443722458734782,67.08,78.37,51.75,80.49,67.78714285714287,94.99,43.88,72.97766666666666,97.77,38.44
2024-05-09,East,42.74,100,556.32,753.84,29.65,0,1.1,3,5,2,0,0.4274,0.7379815345431392,42.74,67.08,89.48,48.96,66.89857142857143,94.99,42.74,71.89266666666667,97.77,38.44
2024-05-10,East,31.53,100,716.14,953.26,24.31,0,1.1,4,5,2,0,0.3153,0.7512535929337222,31.53,42.74,78.37,94.99,57.83285714285715,89.48,31.53,69.81099999999999,97.77,31.53
2024-05-11,East,68.71,100,555.52,576.09,34.79,0,1.12,5,5,2,1,0.6870999999999999,0.9642937735423284,68.71,31.53,67.08,43.88,61.379999999999995,89.48,31.53,70.34966666666668,97.77,31.53
2024-05-12,East,87.74,100,413.76,834.35,29.58,0,0.83,6,5,2,1,0.8774,0.49590699346796907,87.74,68.71,42.74,51.75,66.52142857142857,89.48,31.53,71.61333333333333,97.77,31.53
2024-05-13,East,56.42,100,102.51,825.48,39.92,0,0.94,0,5,2,0,0.5642,0.1241822939380724,56.42,87.74,31.53,89.48,61.79857142857143,87.74,31.53,71.24733333333333,97.77,31.53
2024-05-14,East,47.84,100,257.88,529.27,34.22,0,0.81,1,5,2,0,0.47840000000000005,0.4872371379447163,47.84,56.42,68.71,78.37,57.43714285714287,87.74,31.53,69.706,97.77,31.53
2024-05-15,East,46.39,100,493.01,955.17,20.42,0,0.83,2,5,2,0,0.4639,0.5161489577771496,46.39,47.84,87.74,67.08,54.48142857142857,87.74,31.53,68.83633333333334,97.77,31.53
2024-05-16,East,60.95,100,523.92,831.86,15.21,0,1.12,3,5,2,0,0.6095,0.6298175173707113,60.95,46.39,56.42,42.74,57.082857142857144,87.74,31.53,68.716,97.77,31.53
2024-05-17,East,77.64,100,512.69,596.96,39.32,0,1.09,4,5,2,0,0.7764,0.8588347627981775,77.64,60.95,47.84,31.53,63.67,87.74,46.39,68.878,97.77,31.53
2024-05-18,East,82.98,100,481.61,665.53,25.35,1,1.17,5,5,2,1,0.8298000000000001,0.7236488212402146,82.98,77.64,46.39,68.71,65.70857142857143,87.74,46.39,69.08966666666667,97.77,31.53
2024-05-19,East,91.53,100,162.41,547.77,12.71,1,0.96,6,5,2,1,0.9153,0.2964930536539058,91.53,82.98,60.95,87.74,66.25,91.53,46.39,69.06866666666666,97.77,31.53
2024-05-20,East,81.01,100,630.42,709.95,17.85,0,1.16,0,5,2,0,0.8101,0.887978026621593,81.01,91.53,77.64,56.42,69.76285714285714,91.53,46.39,68.96233333333333,97.77,31.53
2024-05-21,East,58.25,100,213.94,566.56,37.42,0,0.85,1,5,2,0,0.5825,0.3776122564247388,58.25,81.01,82.98,47.84,71.25,91.53,46.39,67.85233333333333,97.77,31.53
2024-05-22,East,54.07,100,607.52,764.32,17.59,1,0.81,2,5,2,0,0.5407,0.7948503244714255,54.07,58.25,91.53,46.39,72.34714285714286,91.53,54.07,66.39566666666666,96.61,31.53
2024-05-23,East,95.54,100,204.37,690.7,30.07,0,0.97,3,5,2,0,0.9554,0.29588822933256115,95.54,54.07,81.01,60.95,77.28857142857143,95.54,54.07,66.664,96.61,31.53
2024-05-24,East,35.89,100,922.43,972.98,39.95,0,1.0,4,5,2,0,0.3589,0.9480462085551604,35.89,95.54,58.25,77.64,71.32428571428572,95.54,35.89,66.50966666666666,96.61,31.53
2024-05-25,East,64.14,100,331.39,673.2,16.02,1,1.02,5,5,2,1,0.6414,0.4922608437314319,64.14,35.89,54.07,82.98,68.63285714285715,95.54,35.89,65.42733333333334,95.54,31.53
2024-05-26,East,45.9,100,532.91,645.56,18.52,0,0.86,6,5,2,1,0.45899999999999996,0.8255003407893922,45.9,64.14,95.54,91.53,62.11428571428571,95.54,35.89,65.676,95.54,31.53
2024-05-27,East,66.89,100,335.77,585.66,33.72,0,1.14,0,5,2,0,0.6689,0.5733189905405867,66.89,45.9,35.89,81.01,60.09714285714285,95.54,35.89,64.89866666666667,95.54,31.53
2024-05-28,East,94.84,100,589.78,825.5,15.82,0,0.88,1,5,2,0,0.9484,0.7144518473652332,94.84,66.89,64.14,58.25,65.32428571428571,95.54,35.89,65.747,95.54,31.53
2024-05-29,East,38.47,100,105.58,846.21,13.99,0,0.93,2,5,2,0,0.3847,0.12476808357263562,38.47,94.84,45.9,54.07,63.09571428571428,95.54,35.89,65.10033333333334,95.54,31.53
2024-05-30,East,50.21,100,253.1,993.04,25.53,0,1.03,3,5,2,0,0.5021,0.2548739225006042,50.21,38.47,66.89,95.54,56.620000000000005,94.84,35.89,64.48933333333333,95.54,31.53
2024-05-31,East,64.35,100,293.32,891.9,38.77,0,0.81,4,5,2,0,0.6435,0.32887094965803343,64.35,50.21,94.84,35.89,60.685714285714276,94.84,38.47,63.95133333333333,95.54,31.53
2024-06-01,East,33.47,100,618.99,629.44,31.56,0,1.12,5,6,2,1,0.3347,0.9833979410269446,33.47,64.35,38.47,64.14,56.30428571428571,94.84,33.47,63.434999999999995,95.54,31.53
2024-06-02,East,90.7,100,343.14,821.51,21.98,0,0.92,6,6,2,1,0.907,0.4176942459617047,90.7,33.47,50.21,45.9,62.70428571428572,94.84,33.47,63.292,95.54,31.53
2024-06-03,East,67.2,100,513.69,724.5,12.61,1,0.96,0,6,2,0,0.672,0.7090269151138717,67.2,90.7,64.35,66.89,62.74857142857143,94.84,33.47,64.06933333333333,95.54,31.53
2024-06-04,East,44.55,100,642.39,799.91,20.66,0,1.06,1,6,2,0,0.44549999999999995,0.803077846257704,44.55,67.2,33.47,94.84,55.56428571428571,90.7,33.47,63.82933333333334,95.54,31.53
2024-06-05,East,97.85,100,192.94,793.5,13.04,1,1.04,2,6,2,0,0.9784999999999999,0.2431505986137366,97.85,44.55,90.7,38.47,64.04714285714286,97.85,33.47,64.10833333333333,97.85,31.53
2024-06-06,East,52.55,100,263.19,890.74,24.14,0,0.85,3,6,2,0,0.5255,0.2954734265891281,52.55,97.85,67.2,50.21,64.38142857142857,97.85,33.47,63.24766666666667,97.85,31.53
2024-06-07,East,54.6,100,257.65,780.33,32.54,0,0.88,4,6,2,0,0.546,0.3301808209347327,54.6,52.55,44.55,64.35,62.988571428571426,97.85,33.47,62.83166666666667,97.85,31.53
2024-06-08,East,77.31,100,544.86,581.92,17.94,1,0.88,5,6,2,1,0.7731,0.9363142700027496,77.31,54.6,97.85,33.47,69.25142857142858,97.85,44.55,63.984,97.85,31.53
2024-06-09,East,81.81,100,162.8,951.63,20.68,0,0.85,6,6,2,1,0.8181,0.17107489255277789,81.81,77.31,52.55,90.7,67.98142857142857,97.85,44.55,65.66000000000001,97.85,33.47
