date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,day_of_week,month,year,quarter,is_weekend,usage_cpu_lag_1,usage_cpu_lag_3,usage_cpu_lag_7,usage_cpu_rolling_mean_7d,usage_cpu_rolling_max_7d,usage_cpu_rolling_min_7d,usage_cpu_rolling_mean_30d,usage_cpu_rolling_max_30d,usage_cpu_rolling_min_30d,usage_storage_rolling_mean_7d,usage_storage_rolling_max_7d,usage_storage_rolling_min_7d,usage_storage_rolling_mean_30d,usage_storage_rolling_max_30d,usage_storage_rolling_min_30d,cpu_allocation,storage_allocation,utilization_ratio,storage_efficiency,weather,outages,price_changes
2023-01-15,East US,VM,66,589,463,93.99,0.97,1,6,1,2023,1,1,65.0,80.0,93.0,71.57142857142857,88.0,50.0,78.36666666666666,98.0,50.0,1252.428571428571,1795.0,589.0,1157.3666666666666,1995.0,501.0,100,2000,0.66,0.2945,24.44347873638393,1,0.3254703606957301
2023-01-15,East US,Storage,78,1469,289,93.99,0.97,1,6,1,2023,1,1,66.0,81.0,50.0,75.57142857142857,88.0,65.0,77.83333333333333,98.0,50.0,1205.857142857143,1469.0,589.0,1149.8666666666666,1995.0,501.0,100,2000,0.78,0.7345,16.012229740561956,0,0.4930279953379503
2023-01-15,East US,Container,83,614,304,93.99,0.97,1,6,1,2023,1,1,78.0,65.0,88.0,74.85714285714286,83.0,65.0,77.76666666666667,98.0,50.0,1121.7142857142858,1469.0,589.0,1136.2,1995.0,501.0,100,2000,0.83,0.307,25.183205138290678,1,0.6867017383271198
2023-01-16,East US,VM,84,1372,485,93.98,1.19,0,0,1,2023,1,0,83.0,66.0,71.0,76.71428571428571,84.0,65.0,77.7,98.0,50.0,1123.428571428571,1469.0,589.0,1123.6666666666667,1995.0,501.0,100,2000,0.84,0.686,16.464306506660385,0,0.7056126753948403
2023-01-16,East US,Storage,66,561,283,93.98,1.19,0,0,1,2023,1,0,84.0,78.0,80.0,74.71428571428571,84.0,65.0,76.8,98.0,50.0,1023.4285714285714,1469.0,561.0,1103.6,1995.0,501.0,100,2000,0.66,0.2805,29.708843724896745,0,0.0090855349559763
2023-01-16,East US,Container,97,1228,386,93.98,1.19,0,0,1,2023,1,0,66.0,83.0,81.0,77.0,97.0,65.0,77.33333333333333,98.0,50.0,1017.7142857142856,1469.0,561.0,1078.0333333333333,1915.0,501.0,100,2000,0.97,0.614,20.51696366624964,0,-1.049393290355522
2023-01-17,East US,VM,54,1686,414,99.87,0.89,0,1,1,2023,1,0,97.0,84.0,65.0,75.42857142857143,97.0,54.0,76.93333333333334,98.0,50.0,1074.142857142857,1686.0,561.0,1092.0333333333333,1915.0,501.0,100,2000,0.54,0.843,28.51572798202673,0,-0.2162921296966132
2023-01-17,East US,Storage,78,734,345,99.87,0.89,0,1,1,2023,1,0,54.0,66.0,66.0,77.14285714285714,97.0,54.0,77.1,98.0,50.0,1094.857142857143,1686.0,561.0,1070.4,1915.0,501.0,100,2000,0.78,0.367,17.140757912417875,1,1.5071647112152302
2023-01-17,East US,Container,96,1087,208,99.87,0.89,0,1,1,2023,1,0,78.0,97.0,78.0,79.71428571428571,97.0,54.0,78.46666666666667,98.0,50.0,1040.2857142857142,1686.0,561.0,1057.2666666666669,1915.0,501.0,100,2000,0.96,0.5435,24.589528101087016,1,0.1070213501105143
2023-01-18,East US,VM,88,590,401,108.23,0.88,0,2,1,2023,1,0,96.0,54.0,83.0,80.42857142857143,97.0,54.0,78.13333333333334,97.0,50.0,1036.857142857143,1686.0,561.0,1060.2333333333331,1915.0,504.0,100,2000,0.88,0.295,16.381961732684196,0,-0.7402209429977541
2023-01-18,East US,Storage,75,538,325,108.23,0.88,0,2,1,2023,1,0,88.0,78.0,84.0,79.14285714285714,97.0,54.0,78.6,97.0,50.0,917.7142857142856,1686.0,538.0,1046.4333333333334,1915.0,504.0,100,2000,0.75,0.269,12.565103021778434,1,-0.0518897179189705
2023-01-18,East US,Container,52,672,340,108.23,0.88,0,2,1,2023,1,0,75.0,96.0,66.0,77.14285714285714,97.0,52.0,77.63333333333334,97.0,50.0,933.5714285714286,1686.0,538.0,1018.3666666666668,1915.0,504.0,100,2000,0.52,0.336,23.74689234717306,1,-0.0791608493403456
2023-01-19,East US,VM,69,1964,246,102.09,0.8,0,3,1,2023,1,0,52.0,88.0,97.0,73.14285714285714,96.0,52.0,77.1,97.0,50.0,1038.7142857142858,1964.0,538.0,1061.8333333333333,1964.0,504.0,100,2000,0.69,0.982,19.554721616852035,1,-0.8187224263305263
2023-01-19,East US,Storage,90,1828,213,102.09,0.8,0,3,1,2023,1,0,69.0,75.0,54.0,78.28571428571429,96.0,52.0,77.36666666666666,97.0,50.0,1059.0,1964.0,538.0,1092.8666666666666,1964.0,504.0,100,2000,0.9,0.914,22.412119999282616,0,-1.0401773607310076
2023-01-19,East US,Container,64,1938,200,102.09,0.8,0,3,1,2023,1,0,90.0,52.0,78.0,76.28571428571429,96.0,52.0,76.26666666666667,97.0,50.0,1231.0,1964.0,538.0,1093.6333333333334,1964.0,504.0,100,2000,0.64,0.969,12.376222166971749,1,0.4389686153135395
2023-01-20,East US,VM,78,1408,245,86.72,1.02,0,4,1,2023,1,0,64.0,69.0,96.0,73.71428571428571,90.0,52.0,76.3,97.0,50.0,1276.857142857143,1964.0,538.0,1118.6666666666667,1964.0,504.0,100,2000,0.78,0.704,24.75841760639493,0,1.5226539419018896
2023-01-20,East US,Storage,84,1776,281,86.72,1.02,0,4,1,2023,1,0,78.0,90.0,88.0,73.14285714285714,90.0,52.0,77.26666666666667,97.0,50.0,1446.2857142857142,1964.0,538.0,1157.9333333333334,1964.0,504.0,100,2000,0.84,0.888,13.847690733382876,0,1.2483729627897062
2023-01-20,East US,Container,54,949,209,86.72,1.02,0,4,1,2023,1,0,84.0,64.0,75.0,70.14285714285714,90.0,52.0,76.2,97.0,50.0,1505.0,1964.0,672.0,1163.6,1964.0,504.0,100,2000,0.54,0.4745,13.126685637848624,1,0.1926935121388345
2023-01-21,East US,VM,87,1270,222,107.38,1.02,1,5,1,2023,1,1,54.0,78.0,52.0,75.14285714285714,90.0,54.0,75.86666666666666,97.0,50.0,1590.428571428571,1964.0,949.0,1153.8666666666666,1964.0,504.0,100,2000,0.87,0.635,12.501500080643376,0,-1.4622840551205696
2023-01-21,East US,Storage,86,1176,401,107.38,1.02,1,5,1,2023,1,1,87.0,84.0,69.0,77.57142857142857,90.0,54.0,76.23333333333333,97.0,50.0,1477.857142857143,1938.0,949.0,1145.7333333333331,1964.0,504.0,100,2000,0.86,0.588,13.16298236837824,1,-0.123913271293347
2023-01-21,East US,Container,59,582,344,107.38,1.02,1,5,1,2023,1,1,86.0,54.0,90.0,73.14285714285714,87.0,54.0,76.33333333333333,97.0,50.0,1299.857142857143,1938.0,582.0,1147.3,1964.0,504.0,100,2000,0.59,0.291,15.278881477302022,0,-0.0827813091108325
2023-01-22,East US,VM,66,1123,454,98.84,0.97,1,6,1,2023,1,1,59.0,87.0,64.0,73.42857142857143,87.0,54.0,75.46666666666667,97.0,50.0,1183.428571428571,1776.0,582.0,1153.3,1964.0,504.0,100,2000,0.66,0.5615,26.18608046280087,0,0.0778731680841795
2023-01-22,East US,Storage,96,1418,406,98.84,0.97,1,6,1,2023,1,1,66.0,86.0,78.0,76.0,96.0,54.0,75.93333333333334,97.0,50.0,1184.857142857143,1776.0,582.0,1175.1333333333334,1964.0,504.0,100,2000,0.96,0.709,17.64703556767625,0,-0.0066816854628509
2023-01-22,East US,Container,86,1352,265,98.84,0.97,1,6,1,2023,1,1,96.0,59.0,84.0,76.28571428571429,96.0,54.0,75.7,97.0,50.0,1124.2857142857142,1418.0,582.0,1203.4,1964.0,538.0,100,2000,0.86,0.676,28.161214713067743,1,0.6107657371332799
2023-01-23,East US,VM,83,552,404,85.21,0.93,0,0,1,2023,1,0,86.0,66.0,54.0,80.42857142857143,96.0,59.0,76.8,97.0,52.0,1067.571428571429,1418.0,552.0,1161.9666666666667,1964.0,538.0,100,2000,0.83,0.276,17.463507963594214,1,-0.499038947729171
2023-01-23,East US,Storage,92,542,439,85.21,0.93,0,0,1,2023,1,0,83.0,96.0,87.0,81.14285714285714,96.0,59.0,76.93333333333334,97.0,52.0,963.5714285714286,1418.0,542.0,1139.9333333333334,1964.0,538.0,100,2000,0.92,0.271,15.376729517940726,0,-1.489026733062281
2023-01-23,East US,Container,60,610,448,85.21,0.93,0,0,1,2023,1,0,92.0,86.0,86.0,77.42857142857143,96.0,59.0,76.56666666666666,97.0,52.0,882.7142857142857,1418.0,542.0,1114.9333333333334,1964.0,538.0,100,2000,0.6,0.305,12.11740695980498,1,-0.2790778438276806
2023-01-24,East US,VM,75,1569,233,95.39,1.11,0,1,1,2023,1,0,60.0,83.0,59.0,79.71428571428571,96.0,60.0,76.4,97.0,52.0,1023.7142857142856,1569.0,542.0,1125.2,1964.0,538.0,100,2000,0.75,0.7845,14.411057684821762,1,-0.1661165486140633
2023-01-24,East US,Storage,98,1601,417,95.39,1.11,0,1,1,2023,1,0,75.0,92.0,66.0,84.28571428571429,98.0,60.0,76.96666666666667,98.0,52.0,1092.0,1601.0,542.0,1136.3,1964.0,538.0,100,2000,0.98,0.8005,19.88109040687368,0,0.797090422329253
2023-01-24,East US,Container,94,1596,481,95.39,1.11,0,1,1,2023,1,0,98.0,60.0,96.0,84.0,98.0,60.0,77.93333333333334,98.0,52.0,1117.428571428571,1601.0,542.0,1146.4666666666667,1964.0,538.0,100,2000,0.94,0.798,27.609437630330305,1,-0.5767411364443019
2023-01-25,East US,VM,63,1198,206,103.44,0.82,0,2,1,2023,1,0,94.0,75.0,86.0,80.71428571428571,98.0,60.0,77.83333333333333,98.0,52.0,1095.428571428571,1601.0,542.0,1166.7666666666669,1964.0,538.0,100,2000,0.63,0.599,27.166111260821065,1,0.0931924112431718
2023-01-25,East US,Storage,52,1418,437,103.44,0.82,0,2,1,2023,1,0,63.0,98.0,83.0,76.28571428571429,98.0,52.0,76.96666666666667,98.0,52.0,1219.142857142857,1601.0,542.0,1165.0666666666666,1964.0,538.0,100,2000,0.52,0.709,24.513655917966176,1,0.8713034903508866
2023-01-25,East US,Container,92,1797,493,103.44,0.82,0,2,1,2023,1,0,52.0,94.0,92.0,76.28571428571429,98.0,52.0,77.26666666666667,98.0,52.0,1398.428571428571,1797.0,610.0,1204.5,1964.0,538.0,100,2000,0.92,0.8985,11.10514551151077,1,-0.0927073046989043
2023-01-26,East US,VM,71,533,310,103.24,0.96,0,3,1,2023,1,0,92.0,63.0,60.0,77.85714285714286,98.0,52.0,76.83333333333333,98.0,52.0,1387.428571428571,1797.0,533.0,1176.5333333333333,1964.0,533.0,100,2000,0.71,0.2665,14.818527267978896,1,1.5653539779614378
2023-01-26,East US,Storage,57,1892,435,103.24,0.96,0,3,1,2023,1,0,71.0,52.0,75.0,75.28571428571429,98.0,52.0,76.53333333333333,98.0,52.0,1433.571428571429,1892.0,533.0,1220.9,1964.0,533.0,100,2000,0.57,0.946,28.9800225678474,0,0.2034112895342079
2023-01-26,East US,Container,68,924,300,103.24,0.96,0,3,1,2023,1,0,57.0,92.0,98.0,71.0,94.0,52.0,75.56666666666666,98.0,52.0,1336.857142857143,1892.0,533.0,1210.7666666666669,1964.0,533.0,100,2000,0.68,0.462,22.406385770594145,0,-0.7269891299570791
2023-01-27,East US,VM,51,967,419,93.23,1.06,0,4,1,2023,1,0,68.0,71.0,94.0,64.85714285714286,92.0,51.0,75.46666666666667,98.0,51.0,1247.0,1892.0,533.0,1186.8,1964.0,533.0,100,2000,0.51,0.4835,26.092058828278475,0,-0.0991813875004766
2023-01-27,East US,Storage,60,503,333,93.23,1.06,0,4,1,2023,1,0,51.0,57.0,63.0,64.42857142857143,92.0,51.0,74.86666666666666,98.0,51.0,1147.7142857142858,1892.0,503.0,1179.1,1964.0,503.0,100,2000,0.6,0.2515,28.39873722061907,0,0.1891959130810341
2023-01-27,East US,Container,98,1003,261,93.23,1.06,0,4,1,2023,1,0,60.0,68.0,52.0,71.0,98.0,51.0,74.93333333333334,98.0,51.0,1088.428571428571,1892.0,503.0,1176.3,1964.0,503.0,100,2000,0.98,0.5015,29.58004087656196,1,0.0710503809688355
2023-01-28,East US,VM,59,760,337,110.31,1.09,1,5,1,2023,1,1,98.0,51.0,92.0,66.28571428571429,98.0,51.0,73.96666666666667,98.0,51.0,940.2857142857144,1892.0,503.0,1181.9666666666667,1964.0,503.0,100,2000,0.59,0.38,17.466905954097108,0,0.2399455568396788
2023-01-28,East US,Storage,93,1397,212,110.31,1.09,1,5,1,2023,1,1,59.0,60.0,71.0,69.42857142857143,98.0,51.0,74.56666666666666,98.0,51.0,1063.7142857142858,1892.0,503.0,1210.6,1964.0,503.0,100,2000,0.93,0.6985,18.70023732466953,0,-1.079424984817602
2023-01-28,East US,Container,89,820,300,110.31,1.09,1,5,1,2023,1,1,93.0,98.0,57.0,74.0,98.0,51.0,75.8,98.0,51.0,910.5714285714286,1397.0,503.0,1215.5333333333333,1964.0,503.0,100,2000,0.89,0.41,25.643263656431767,0,-1.0174245317606452
2023-01-29,East US,VM,68,1902,277,91.61,0.97,1,6,1,2023,1,1,89.0,59.0,68.0,74.0,98.0,51.0,75.76666666666667,98.0,51.0,1050.2857142857142,1902.0,503.0,1213.4666666666667,1938.0,503.0,100,2000,0.68,0.951,13.472485050114605,1,-0.2477694122466267
2023-01-29,East US,Storage,75,1073,331,91.61,0.97,1,6,1,2023,1,1,68.0,93.0,51.0,77.42857142857143,98.0,59.0,75.26666666666667,98.0,51.0,1065.428571428571,1902.0,503.0,1188.3,1938.0,503.0,100,2000,0.75,0.5365,15.538138582578425,1,0.0216857183206063
2023-01-29,East US,Container,74,1565,288,91.61,0.97,1,6,1,2023,1,1,75.0,89.0,60.0,79.42857142857143,98.0,59.0,75.6,98.0,51.0,1217.142857142857,1902.0,760.0,1175.8666666666666,1902.0,503.0,100,2000,0.74,0.7825,15.496626353404151,1,0.6393825871332532
2023-01-30,East US,VM,76,919,356,103.31,1.1,0,0,1,2023,1,0,74.0,68.0,98.0,76.28571428571429,93.0,59.0,75.53333333333333,98.0,51.0,1205.142857142857,1902.0,760.0,1159.5666666666666,1902.0,503.0,100,2000,0.76,0.4595,26.361290894667075,0,-1.6515875947520968
2023-01-30,East US,Storage,87,1964,296,103.31,1.1,0,0,1,2023,1,0,76.0,75.0,59.0,80.28571428571429,93.0,68.0,75.63333333333334,98.0,51.0,1377.142857142857,1964.0,820.0,1165.8333333333333,1964.0,503.0,100,2000,0.87,0.982,12.352287656769349,1,1.816809285317244
2023-01-30,East US,Container,86,1934,488,103.31,1.1,0,0,1,2023,1,0,87.0,74.0,93.0,79.28571428571429,89.0,68.0,76.7,98.0,51.0,1453.857142857143,1964.0,820.0,1198.6666666666667,1964.0,503.0,100,2000,0.86,0.967,13.330361029573838,0,0.1212459395625665
2023-01-31,East US,VM,92,1806,268,95.21,0.98,0,1,1,2023,1,0,86.0,76.0,89.0,79.71428571428571,92.0,68.0,76.86666666666666,98.0,51.0,1594.7142857142858,1964.0,919.0,1216.5333333333333,1964.0,503.0,100,2000,0.92,0.903,16.725105218609954,1,0.745646668875989
2023-01-31,East US,Storage,69,510,453,95.21,0.98,0,1,1,2023,1,0,92.0,87.0,68.0,79.85714285714286,92.0,69.0,76.3,98.0,51.0,1395.857142857143,1964.0,510.0,1194.3333333333333,1964.0,503.0,100,2000,0.69,0.255,15.583279618269136,0,-0.7284744625953666
2023-01-31,East US,Container,59,1371,237,95.21,0.98,0,1,1,2023,1,0,69.0,86.0,75.0,77.57142857142857,92.0,59.0,76.3,98.0,51.0,1438.428571428571,1964.0,510.0,1220.6333333333334,1964.0,503.0,100,2000,0.59,0.6855,26.00405700805329,0,-1.1154411039978869
2023-02-01,East US,VM,78,1985,495,88.94,0.88,0,2,2,2023,1,0,59.0,92.0,74.0,78.14285714285714,92.0,59.0,76.7,98.0,51.0,1498.428571428571,1985.0,510.0,1249.3666666666666,1985.0,503.0,100,2000,0.78,0.9925,19.82768790089692,0,-1.7650152039662137
2023-02-01,East US,Storage,90,1278,456,88.94,0.88,0,2,2,2023,1,0,78.0,69.0,76.0,80.14285714285714,92.0,59.0,76.5,98.0,51.0,1549.7142857142858,1985.0,510.0,1244.7,1985.0,503.0,100,2000,0.9,0.639,10.447410116794282,0,0.5006882908005308
